1787.60,1546.37,    0, 1853,2
1776.93,1590.81,    0,  963,1
1849.95,1576.65,    0, 1138,2
1826.64,1584.99,    0, 2123,2
1841.61,1594.52,    0, 1307,2
1789.40,1576.24,    0, 2284,1
1792.32,1570.26,    0, 1996,2
1844.77,1579.04,    0, 1516,2
1826.74,1555.47,    0, 1224,2
1818.51,1566.19,    0, 1744,2
1827.33,1578.34,    0, 2103,2
1780.47,1539.36,    0, 1901,2
1846.07,1585.73,    0, 1137,2
1767.86,1547.39, 1643, 1163,1
1790.25,1556.72,    0, 1482,2
1821.14,1560.30,    0, 1964,2
1766.01,1566.57,    0,  853,1
1812.05,1612.58,    0, 1324,1
1799.97,1550.02,    0, 1802,2
1826.42,1601.18,    0, 1710,1
1852.84,1586.49,    0,  838,2
1774.15,1583.25,    0, 1023,1
1815.52,1540.08,    0, 1523,2
1851.25,1590.86,    0, 1056,2
1783.25,1556.42,    0, 1678,1
1821.08,1572.81,    0, 2012,2
1772.20,1547.47,    0, 1092,1
1843.63,1586.37,    0, 1752,2
1828.60,1584.01,    0, 2026,2
1845.14,1579.02,    0, 1713,2
1816.77,1610.56,    0, 1347,1
1792.32,1570.26,    0, 2223,2
1810.40,1595.73,    0, 1731,1
1824.24,1615.62,    0, 1392,2
1812.36,1539.27,    0, 2127,2
1825.83,1558.93,    0, 1707,2
1775.89,1538.13,    0, 1520,1
1809.44,1621.99,    0, 1029,1
1826.46,1616.16,    0, 1545,2
1796.42,1572.20,    0, 1952,1
1823.28,1587.19,    0, 2087,1
1841.72,1600.79,    0, 1156,2
1839.99,1562.36,    0, 1275,2
1845.94,1566.09,    0, 1293,2
1802.07,1574.45, 1339, 1687,1
1820.20,1581.90,    0, 2327,1
1829.17,1590.73,    0, 1991,2
1823.32,1584.94,    0, 2386,1
1843.28,1584.61,    0, 2128,2
1846.96,1580.07,    0, 1161,2
1838.18,1593.97,    0, 1507,2
1772.00,1562.66,    0, 1705,1
1778.70,1549.13, 2491, 2043,1
1785.42,1566.59,    0, 1424,1
1819.30,1563.53,    0, 2269,2
1835.90,1587.58,    0, 1812,2
1819.53,1608.21,    0, 1426,1
1796.32,1527.13,    0, 1364,2
1797.77,1591.31,    0, 1587,1
1844.33,1592.03,    0, 1637,2
1779.86,1579.83,    0, 1963,1
1829.59,1602.64,    0, 1736,1
1850.17,1576.97,    0, 1142,2
1830.17,1600.90,    0, 1764,2
1818.07,1618.22,    0, 1270,1
1763.39,1551.62,    0, 1174,1
1831.91,1601.93,    0, 1659,2
1796.06,1583.21, 1463, 2371,1
1814.71,1583.60,    0, 1755,1
1827.51,1609.95,    0, 1558,1
1852.66,1584.28,    0, 1150,2
1818.84,1611.82,    0, 2023,1
1779.94,1550.44,    0, 1189,2
1826.83,1567.34,    0, 2129,2
1778.89,1573.66,    0, 1942,1
1824.80,1609.55,    0, 1520,1
1797.26,1543.77,    0, 1534,2
1826.79,1547.11,    0, 1151,2
1825.96,1580.68,    0, 2237,2
1777.42,1541.94,    0,  974,1
1829.32,1611.69,    0, 1465,2
1825.13,1610.42,    0, 2055,1
1788.79,1567.69,    0, 2127,2
1821.24,1602.69,    0, 1504,1
1786.32,1534.08,    0, 1779,1
1787.81,1558.43,    0, 1887,2
1833.87,1607.33,    0, 1375,2
1832.64,1595.78,    0, 1765,2
1815.50,1564.19,    0, 2699,2
1780.70,1550.23,    0, 1679,2
1800.94,1612.44,    0, 1364,1
1780.94,1575.48,    0, 1993,1
1792.32,1570.26,    0, 1707,2
1792.32,1570.26,    0, 1903,2
1824.84,1606.27,    0, 1738,1
1795.72,1552.52,    0, 2614,2
1848.73,1590.29,    0, 1431,2
1769.29,1556.27,    0, 1412,1
1821.70,1570.75,    0, 2003,2
1793.95,1568.39,    0, 2029,1
1792.32,1570.26,    0, 1957,2
1813.47,1617.51,    0, 1327,1
1810.25,1564.62,    0, 2206,2
1820.02,1615.92,    0, 1393,1
1838.45,1599.48,    0, 1385,2
1778.43,1534.48,    0,  725,1
1789.98,1586.87, 1416, 2206,1
1834.47,1611.84,    0, 1103,2
1824.58,1551.47,    0, 1524,2
1831.30,1593.60,    0, 1877,2
1813.23,1564.92,    0, 2139,2
1834.57,1585.20,    0, 1741,2
1773.66,1553.28,    0, 1504,1
1821.29,1572.65,    0, 2005,2
1846.51,1600.46,    0, 1097,2
1818.68,1606.63,    0, 1585,1
1835.57,1610.72,    0, 1415,2
1764.63,1567.86,    0,  869,1
1792.32,1570.26,    0, 1874,2
1793.81,1583.36,    0, 1835,1
1831.17,1614.88,    0, 1551,2
1792.32,1570.26,    0, 1776,2
1833.01,1566.64,    0, 1874,2
1843.47,1580.10,    0, 1895,2
1793.32,1592.54,    0, 1573,1
1764.86,1548.88,    0, 1334,1
1805.86,1612.39,    0, 1602,1
1792.72,1537.41,    0, 1712,2
1834.41,1587.93,    0, 1752,2
1829.15,1569.64,    0, 1891,2
1794.87,1531.97,    0, 1279,2
1832.54,1600.98,    0, 1656,2
1792.32,1570.26,    0, 1973,2
1825.15,1610.75,    0, 2065,1
1853.07,1587.41,    0, 1663,2
1823.38,1609.66,    0, 1674,1
1853.49,1574.23,    0,  870,2
1826.28,1578.58,    0, 2053,2
1816.12,1578.36,    0, 2151,1
1776.61,1543.78,    0, 1602,1
1845.75,1593.08,    0, 1476,2
1782.31,1580.51,    0, 1893,1
1792.32,1570.26,    0, 1719,2
1809.48,1564.82,    0, 2453,2
1770.94,1546.84,    0, 1916,1
1827.74,1592.34,    0, 1968,1
1792.32,1570.26,    0, 1676,2
1819.51,1608.87,    0, 1756,1
1847.02,1565.18,    0, 1649,2
1842.45,1600.55,    0, 1535,2
1808.06,1614.03,    0, 1333,1
1762.37,1562.22,    0,  507,1
1843.69,1604.14,    0, 1324,2
1817.37,1570.35,    0, 1849,2
1828.64,1588.73,    0, 2029,2
1788.33,1591.40,    0, 1703,1
1787.88,1571.54,    0, 2727,1
1840.43,1606.63,    0, 1032,2
1822.51,1554.21,    0, 1798,2
1827.39,1556.23,    0, 1779,2
1780.32,1548.58,    0, 1507,2
1792.32,1570.26, 1505, 1694,1
1826.91,1586.86,    0, 2113,2
1851.22,1593.17,    0,  953,2
1845.09,1584.39,    0, 1960,2
1826.02,1562.23,    0, 2495,2
1792.32,1570.26, 1343, 1532,1
1832.88,1582.72,    0, 2031,2
1812.31,1563.16,    0, 2611,2
1772.67,1551.65,    0, 1327,1
